,hgnc_symbol,Gene
50041,U6,ENSG00000222114
50042,U6,ENSG00000222122
50043,AC003666.1,ENSG00000222133
50044,Z97356.1,ENSG00000222161
50045,Y_RNA,ENSG00000222203
50046,AL445467.1,ENSG00000222290
50047,U6,ENSG00000222303
50048,7SK,ENSG00000222313
50049,hsa-mir-1912,ENSG00000222321
50050,5S_rRNA,ENSG00000222419
50051,U2,ENSG00000222440
50052,AL645819.1,ENSG00000222518
50053,hsa-mir-1468,ENSG00000222532
50054,AL445523.1,ENSG00000222596
50055,5S_rRNA,ENSG00000222608
50056,U6,ENSG00000222667
50057,SNORA35,ENSG00000222687
50058,hsa-mir-1911,ENSG00000222715
50059,U4,ENSG00000222736
50060,U6,ENSG00000222796
50061,U2,ENSG00000222810
50062,AC074035.1,ENSG00000222834
50063,AL596268.1,ENSG00000222864
50064,5S_rRNA,ENSG00000222922
50065,7SK,ENSG00000222946
50066,AL096700.1,ENSG00000223018
50067,5S_rRNA,ENSG00000223259
50068,7SK,ENSG00000223260
50069,5S_rRNA,ENSG00000223274
50070,U6,ENSG00000223309
50071,RP5-1014O16.1,ENSG00000223377
50072,GS1-309P15.3,ENSG00000223391
50073,RP11-485B17.6,ENSG00000223395
50074,GS1-590J6.2,ENSG00000223418
50075,RP1-171K16.5,ENSG00000223438
50076,RP1-170D19.2,ENSG00000223444
50077,RP3-380C13.1,ENSG00000223467
50078,AJ271736.3,ENSG00000223484
50079,AC092198.1,ENSG00000223486
50080,RP11-647I17.1,ENSG00000223487
50081,RP11-716A19.3,ENSG00000223498
50082,AL772284.1,ENSG00000223499
50083,RP13-297E16.4,ENSG00000223511
50084,AC002368.3,ENSG00000223516
50085,LL0XNC01-157D4.1,ENSG00000223546
50086,RP13-858C7.1,ENSG00000223571
50087,RP6-145B8.4,ENSG00000223574
50088,CENPVL1,ENSG00000223591
50089,RP4-570L12.3,ENSG00000223592
50090,FAM48B2,ENSG00000223611
50091,RP13-204A15.2,ENSG00000223650
50092,RP1-93L7.2,ENSG00000223707
50093,RP5-1172N10.2,ENSG00000223714
50094,BX842568.2,ENSG00000223723
50095,FAM48B1,ENSG00000223731
50096,LL0XNC01-144A10.1,ENSG00000223733
50097,RP11-149B9.2,ENSG00000223742
50098,AC004383.4,ENSG00000223749
50099,GHc-602D8.2,ENSG00000223753
50100,GEMIN8P3,ENSG00000223772
50101,NCRNA00103,ENSG00000223773
50102,RP11-85L21.6,ENSG00000223809
50103,RP3-347M6.1,ENSG00000223819
50104,HMGB1L12,ENSG00000223904
50105,AC108171.5,ENSG00000223940
50106,RP11-552J9.12,ENSG00000223958
50107,RP1-136O17.1,ENSG00000223995
50108,RP5-1055C14.4,ENSG00000224031
50109,RP4-551E13.2,ENSG00000224054
50110,RP13-348B13.1,ENSG00000224065
50111,CTD-2183H9.7,ENSG00000224069
50112,RP11-75A9.3,ENSG00000224072
50113,CT47A10,ENSG00000224089
50114,RP11-85L21.3,ENSG00000224107
50115,RP11-56H2.1,ENSG00000224109
50116,RP3-364I1.3,ENSG00000224142
50117,L29074.2,ENSG00000224191
50118,PNMA6A,ENSG00000224201
50119,Y10196.2,ENSG00000224204
50120,AL590762.6,ENSG00000224208
50121,RP13-228J13.1,ENSG00000224216
50122,RP11-232D9.1,ENSG00000224217
50123,RP3-499B10.5,ENSG00000224224
50124,MRRFP,ENSG00000224236
50125,RP3-404F18.2,ENSG00000224281
50126,AF196972.9,ENSG00000224292
50127,RP3-326I13.1,ENSG00000224294
50128,AL139396.2,ENSG00000224306
50129,RP3-378P9.2,ENSG00000224314
50130,AL121578.5,ENSG00000224339
50131,RP4-562J12.1,ENSG00000224341
50132,RP11-478I12.1,ENSG00000224396
50133,RP3-393P12.3,ENSG00000224401
50134,RP13-204A15.3,ENSG00000224430
50135,CXorf51,ENSG00000224440
50136,RP11-522L3.6,ENSG00000224471
50137,RP13-52K8.1,ENSG00000224523
50138,RP11-954J6.3,ENSG00000224533
50139,RP11-432N13.3,ENSG00000224539
50140,RP1-107N3.2,ENSG00000224548
50141,RP11-485B17.3,ENSG00000224556
50142,RP11-12D5.6,ENSG00000224589
50143,RP11-265P11.1,ENSG00000224610
50144,RP11-402P6.5,ENSG00000224617
50145,RP1-169P22.2,ENSG00000224630
50146,LL0XNC01-73E8.1,ENSG00000224632
50147,RP1-212G6.4,ENSG00000224656
50148,GAGE12J,ENSG00000224659
50149,RP1-29I24.2,ENSG00000224664
50150,LL0XNC01-177E8.2,ENSG00000224692
50151,RP6-227L5.1,ENSG00000224701
50152,MAGEA7,ENSG00000224732
50153,RP11-272G22.1,ENSG00000224735
50154,RP1-198G23.1,ENSG00000224755
50155,RP1-137H15.2,ENSG00000224765
50156,RP1-170D19.3,ENSG00000224773
50157,RP11-451L9.3,ENSG00000224775
50158,RP13-77O11.2,ENSG00000224781
50159,RP11-445O16.3,ENSG00000224799
50160,RP11-565G2.1,ENSG00000224816
50161,XX-FW81066F1.2,ENSG00000224871
50162,IKBKGP1,ENSG00000224882
50163,GAGE12H,ENSG00000224902
50164,AC002407.1,ENSG00000224908
50165,AC152010.1,ENSG00000224931
50166,RP11-51C14.1,ENSG00000224942
50167,RP11-161N3.3,ENSG00000224949
50168,SMEK3P,ENSG00000224960
50169,U82695.9,ENSG00000224963
50170,INE1,ENSG00000224975
50171,RP13-228J13.9,ENSG00000224978
50172,RP13-228J13.6,ENSG00000225008
50173,RP13-348B13.2,ENSG00000225012
50174,RP4-696H22.2,ENSG00000225025
50175,EIF4BP7,ENSG00000225031
50176,RP11-393H10.4,ENSG00000225037
50177,RP1-20I3.3,ENSG00000225046
50178,RP11-344N17.9,ENSG00000225055
50179,RP1-272E8.1,ENSG00000225066
50180,GS1-184P14.2,ENSG00000225071
50181,AC002365.4,ENSG00000225076
50182,LL0XNC01-16G2.1,ENSG00000225110
50183,RP11-1114A5.3,ENSG00000225125
50184,RP11-38O23.5,ENSG00000225198
50185,RP11-481F23.1,ENSG00000225235
50186,RP1-169I5.4,ENSG00000225238
50187,RP5-937E21.8,ENSG00000225261
50188,RP11-66N5.2,ENSG00000225271
50189,RP11-472D17.1,ENSG00000225322
50190,RP1-302C5.2,ENSG00000225366
50191,GS1-526D21.5,ENSG00000225374
50192,RP1-205E24.1,ENSG00000225381
50193,RP13-643D4.1,ENSG00000225384
50194,RP11-218L14.4,ENSG00000225393
50195,RP11-69A21.2,ENSG00000225396
50196,RP11-552J9.13,ENSG00000225397
50197,RP11-1114A5.5,ENSG00000225400
50198,RP3-406C18.2,ENSG00000225469
50199,NCRNA00183,ENSG00000225470
50200,RP11-262D11.2,ENSG00000225471
50201,RP11-552J9.10,ENSG00000225508
50202,RP6-145B8.3,ENSG00000225536
50203,CCT4P2,ENSG00000225569
50204,GS1-542M4.2,ENSG00000225574
50205,RP1-73A14.1,ENSG00000225660
50206,RP11-309M23.2,ENSG00000225661
50207,AC004074.1,ENSG00000225664
50208,RP1-30E17.2,ENSG00000225689
50209,RP11-325E14.5,ENSG00000225715
50210,RP11-706O15.8,ENSG00000225722
50211,RP6-191P20.3,ENSG00000225728
50212,RP11-51C14.2,ENSG00000225758
50213,RP11-265D19.5,ENSG00000225769
50214,RP13-100A9.1,ENSG00000225814
50215,GS1-594A7.3,ENSG00000225833
50216,RP4-664K17.2,ENSG00000225839
50217,RP1-172N19.3,ENSG00000225858
50218,RP3-410B11.1,ENSG00000225882
50219,RP13-258O15.1,ENSG00000225912
50220,RP13-313G19.2,ENSG00000225925
50221,RP3-358H7.1,ENSG00000225949
50222,CTD-2267G17.2,ENSG00000225957
50223,RP11-459A10.2,ENSG00000225962
50224,RP3-526F5.2,ENSG00000225970
50225,RP11-403E24.1,ENSG00000226010
50226,CT47A6,ENSG00000226023
50227,RP1-260J9.2,ENSG00000226031
50228,RP1-71L16.3,ENSG00000226048
50229,RP11-522L3.7,ENSG00000226056
50230,RP1-231L4.2,ENSG00000226064
50231,USP12PX,ENSG00000226081
50232,AC004383.3,ENSG00000226107
50233,RP11-272G22.2,ENSG00000226110
50234,RP5-944N9.2,ENSG00000226112
50235,RP1-197J16.2,ENSG00000226119
50236,AF277315.13,ENSG00000226141
50237,RP3-389A20.5,ENSG00000226153
50238,U82671.12,ENSG00000226170
50239,NCRNA00107,ENSG00000226179
50240,RP11-12D5.2,ENSG00000226199
50241,RP11-753E22.3,ENSG00000226222
50242,LL0XNC01-221F2.2,ENSG00000226241
50243,RP6-22P16.1,ENSG00000226280
50244,RP6-29D12.4,ENSG00000226299
50245,RP11-471G13.3,ENSG00000226307
50246,RP3-323P24.3,ENSG00000226310
50247,RP11-585K14.2,ENSG00000226313
50248,RP3-353H6.1,ENSG00000226339
50249,DCAF8L1,ENSG00000226372
50250,RP11-183K14.2,ENSG00000226388
50251,RP11-375A20.1,ENSG00000226414
50252,RP11-1L9.1,ENSG00000226434
50253,RP1-22N22.1,ENSG00000226436
50254,RP11-87M18.2,ENSG00000226484
50255,RP13-83C14.2,ENSG00000226502
50256,AC004386.3,ENSG00000226515
50257,RP11-348F1.2,ENSG00000226530
50258,RP5-1052M9.1,ENSG00000226532
50259,GS1-45N23.3,ENSG00000226536
50260,CTD-2230M5.2,ENSG00000226547
50261,RP13-479F17.2,ENSG00000226556
50262,CXorf18,ENSG00000226574
50263,RP11-351K23.3,ENSG00000226579
50264,AL022162.1,ENSG00000226596
50265,CT47A9,ENSG00000226600
50266,GHc-1077H7.2,ENSG00000226613
50267,Z68871.1,ENSG00000226623
50268,RP13-13A3.1,ENSG00000226641
50269,RP5-1139I1.2,ENSG00000226661
50270,RP13-43E11.1,ENSG00000226679
50271,AC008162.1,ENSG00000226685
50272,RP11-493K23.1,ENSG00000226725
50273,RP11-212D3.2,ENSG00000226753
50274,RP11-654E17.2,ENSG00000226774
50275,RP11-151J4.2,ENSG00000226781
50276,PGAM4,ENSG00000226784
50277,RP11-72I18.1,ENSG00000226802
50278,RP11-747I9.1,ENSG00000226820
50279,RP11-390F10.2,ENSG00000226837
50280,RP11-212D3.4,ENSG00000226854
50281,RP13-77O11.8,ENSG00000226867
50282,BX276092.4,ENSG00000226870
50283,RP11-637B23.1,ENSG00000226881
50284,RP5-931E15.4,ENSG00000226902
50285,CT45A6,ENSG00000226907
50286,CT47A11,ENSG00000226929
50287,RN28S1,ENSG00000226958
50288,AF196972.4,ENSG00000226971
50289,RP11-142G7.2,ENSG00000226985
50290,RP3-417G15.1,ENSG00000227008
50291,RP6-1O2.1,ENSG00000227042
50292,RP13-34L8.7,ENSG00000227058
50293,AC004383.5,ENSG00000227060
50294,RP3-363L9.1,ENSG00000227064
50295,GHc-362H12.2,ENSG00000227067
50296,L29074.3,ENSG00000227083
50297,AJ271736.7,ENSG00000227159
50298,HDGFP1,ENSG00000227183
50299,RP5-1100E15.4,ENSG00000227211
50300,SPANXB2,ENSG00000227234
50301,RP13-83C14.1,ENSG00000227261
50302,RP3-327A19.5,ENSG00000227285
50303,RP11-344N17.7,ENSG00000227302
50304,GS1-256O22.5,ENSG00000227303
50305,RP11-485B17.4,ENSG00000227319
50306,RP11-258C19.4,ENSG00000227329
50307,SALL1P1,ENSG00000227391
50308,RP6-127F18.2,ENSG00000227393
50309,RP1-49C23.1,ENSG00000227427
50310,RNF19BPX,ENSG00000227434
50311,RP13-34L8.1,ENSG00000227469
50312,RP13-188A5.1,ENSG00000227486
50313,GAGE12D,ENSG00000227488
50314,RP11-104D21.1,ENSG00000227493
50315,RP11-434J24.2,ENSG00000227505
50316,GS1-466O4.2,ENSG00000227511
50317,RP13-213K19.1,ENSG00000227521
50318,RP3-323B6.1,ENSG00000227534
50319,RP5-1091N2.2,ENSG00000227536
50320,RP3-525N14.2,ENSG00000227541
50321,RP13-140E4.1,ENSG00000227581
50322,CTD-2225F20.1,ENSG00000227592
50323,RP1-3D11.2,ENSG00000227610
50324,RP11-472D17.3,ENSG00000227628
50325,RP11-475D8.3,ENSG00000227645
50326,RP11-522L3.9,ENSG00000227649
50327,RP13-483F6.1,ENSG00000227657
50328,GS1-256O22.1,ENSG00000227675
50329,GS1-164F24.1,ENSG00000227779
50330,RP13-210D15.6,ENSG00000227792
50331,RP5-1139I1.4,ENSG00000227814
50332,RP11-320L24.1,ENSG00000227864
50333,RP3-389A20.2,ENSG00000227873
50334,ASSP5,ENSG00000227881
50335,RP3-475B7.3,ENSG00000227942
50336,AC005184.1,ENSG00000227978
50337,AF241726.6,ENSG00000227988
50338,CENPVL1,ENSG00000227997
50339,RP5-1158B12.2,ENSG00000228004
50340,RP4-581F12.1,ENSG00000228041
50341,RP11-441A11.1,ENSG00000228042
50342,RP11-325E14.2,ENSG00000228051
50343,RP1-197O17.2,ENSG00000228089
50344,RP11-516A11.3,ENSG00000228125
50345,GS1-421I3.4,ENSG00000228139
50346,RP3-323B6.2,ENSG00000228158
50347,RP13-57D9.3,ENSG00000228160
50348,RP1-267M5.2,ENSG00000228182
50349,CTD-2324A24.1,ENSG00000228232
50350,RP4-545K15.4,ENSG00000228275
50351,AC011890.1,ENSG00000228279
50352,RP13-62H24.1,ENSG00000228301
50353,RP11-522L3.5,ENSG00000228316
50354,RP11-516A11.1,ENSG00000228328
50355,RP11-1148L6.5,ENSG00000228343
50356,RP11-12D5.4,ENSG00000228345
50357,RP11-552J9.9,ENSG00000228354
50358,RP11-85L21.4,ENSG00000228372
50359,TCEB1P24,ENSG00000228410
50360,RP5-1091N2.9,ENSG00000228427
50361,RP1-154J13.3,ENSG00000228450
50362,CXorf28,ENSG00000228459
50363,RP11-617O8.1,ENSG00000228464
50364,RP5-1189B24.4,ENSG00000228466
50365,RP3-368A4.3,ENSG00000228492
50366,CT47A7,ENSG00000228517
50367,RP11-298C3.2,ENSG00000228519
50368,RP1-241P17.4,ENSG00000228532
50369,GS1-519E5.1,ENSG00000228543
50370,RP11-483M24.2,ENSG00000228550
50371,NCRNA00108,ENSG00000228572
50372,RP3-341D10.4,ENSG00000228609
50373,GS1-590J15.1,ENSG00000228610
50374,HK2P1,ENSG00000228612
50375,RP11-66N11.7,ENSG00000228616
50376,RP1-23K20.2,ENSG00000228659
50377,AF013593.1,ENSG00000228717
50378,RP11-316K19.3,ENSG00000228728
50379,RP11-552J9.1,ENSG00000228771
50380,RP1-50A13.1,ENSG00000228780
50381,RP1-305B16.3,ENSG00000228819
50382,RP11-234P3.2,ENSG00000228827
50383,RP5-1014O16.9,ENSG00000228833
50384,CT45A4,ENSG00000228836
50385,RP1-50A13.2,ENSG00000228847
50386,RP3-433G13.1,ENSG00000228855
50387,LL0XNC01-250H12.2,ENSG00000228885
50388,RP13-216E22.4,ENSG00000228906
50389,RP13-210D15.1,ENSG00000228922
50390,RP11-268G12.1,ENSG00000228933
50391,RP11-1007I13.2,ENSG00000228965
50392,RP13-228J13.8,ENSG00000228986
50393,GS1-542M4.4,ENSG00000229012
50394,RP11-265D19.6,ENSG00000229015
50395,RP11-402P6.6,ENSG00000229030
50396,RP5-931E15.2,ENSG00000229033
50397,RP11-272G22.3,ENSG00000229037
50398,RP4-687J17.2,ENSG00000229082
50399,GS1-324M7.3,ENSG00000229083
50400,RP1-232L22__A.1,ENSG00000229090
50401,EIF4A1P10,ENSG00000229132
50402,ACTBP1,ENSG00000229145
50403,Z98304.1,ENSG00000229148
50404,RP11-348F1.3,ENSG00000229151
50405,RP11-377B2.2,ENSG00000229168
50406,RP13-465B17.3,ENSG00000229232
50407,RP11-298A8.2,ENSG00000229269
50408,RP11-370L12.1,ENSG00000229310
50409,RP5-937E21.1,ENSG00000229322
50410,RP5-1091N2.3,ENSG00000229324
50411,GS1-484O17.5,ENSG00000229331
50412,RP1-241P17.1,ENSG00000229335
50413,RP11-504E21.1,ENSG00000229347
50414,RP13-172P16.1,ENSG00000229384
50415,RP1-298J18.3,ENSG00000229487
50416,RP11-342D14.1,ENSG00000229491
50417,RP1-215K18.2,ENSG00000229547
50418,RP11-81C12.1,ENSG00000229562
50419,RP11-245M24.1,ENSG00000229563
50420,RP1-172N19.1,ENSG00000229583
50421,RP11-167P23.4,ENSG00000229594
50422,AL590762.10,ENSG00000229601
50423,AF196972.2,ENSG00000229620
50424,RP11-145B3.2,ENSG00000229661
50425,RP11-552E4.5,ENSG00000229662
50426,RP13-362E11.2,ENSG00000229667
50427,AL121578.7,ENSG00000229674
50428,RP11-25C15.1,ENSG00000229693
50429,RP1-274L7.1,ENSG00000229702
50430,RP11-501H19.2,ENSG00000229731
50431,RP5-1189B24.1,ENSG00000229733
50432,FTLP16,ENSG00000229735
50433,RP11-266I3.5,ENSG00000229760
50434,RP11-522L3.11,ENSG00000229794
50435,XIST,ENSG00000229807
50436,RP11-459A10.3,ENSG00000229818
50437,RP5-1174J21.2,ENSG00000229822
50438,RP5-1052M9.4,ENSG00000229825
50439,RP11-552J9.14,ENSG00000229826
50440,RP5-1014O16.7,ENSG00000229829
50441,RP4-617A9.4,ENSG00000229851
50442,RP13-77O11.12,ENSG00000229885
50443,RP13-34L8.3,ENSG00000229936
50444,RP11-111F16.2,ENSG00000229939
50445,RP11-368G3.1,ENSG00000229946
50446,RP11-522L3.2,ENSG00000229954
50447,RP11-366F6.2,ENSG00000229967
50448,RP3-393P12.1,ENSG00000229968
50449,U82670.9,ENSG00000229979
50450,RP1-60N8.2,ENSG00000230020
50451,RP11-212D3.3,ENSG00000230028
50452,RP11-314A15.2,ENSG00000230039
50453,RP11-535K18.2,ENSG00000230079
50454,RP11-344N17.8,ENSG00000230100
50455,RP11-431N15.2,ENSG00000230105
50456,RP5-1189K21.2,ENSG00000230130
50457,RP11-108A15.2,ENSG00000230146
50458,AF003626.1,ENSG00000230153
50459,RP11-232D9.3,ENSG00000230159
50460,RP11-97N5.2,ENSG00000230162
50461,RP4-555N2.2,ENSG00000230170
50462,CTD-2542O7.2,ENSG00000230180
50463,RP11-291O7.1,ENSG00000230187
50464,HSPBL3,ENSG00000230216
50465,SIAH1L,ENSG00000230227
50466,RP11-38O23.3,ENSG00000230241
50467,AL627231.1,ENSG00000230242
50468,RP11-325E14.1,ENSG00000230247
50469,RP13-824C8.2,ENSG00000230249
50470,RP11-702C7.1,ENSG00000230265
50471,RP13-222H17.1,ENSG00000230275
50472,AC004074.3,ENSG00000230311
50473,LL0XNC01-116E7.4,ENSG00000230312
50474,RP11-104D21.3,ENSG00000230317
50475,RP4-769N13.2,ENSG00000230320
50476,AC002365.2,ENSG00000230326
50477,CT47A8,ENSG00000230347
50478,MEMO1P4,ENSG00000230376
50479,RP5-1139I1.1,ENSG00000230392
50480,RP11-692P14.1,ENSG00000230394
50481,RP13-125M24.2,ENSG00000230399
50482,RP1-52D1.1,ENSG00000230478
50483,RP13-228J13.10,ENSG00000230491
50484,CTD-2230M5.1,ENSG00000230502
50485,AF003626.2,ENSG00000230508
50486,RP3-428A13.1,ENSG00000230538
50487,NCRNA00102,ENSG00000230542
50488,RP13-138P15.2,ENSG00000230543
50489,RP13-228J13.3,ENSG00000230578
50490,NCRNA00182,ENSG00000230590
50491,RP11-402K9.2,ENSG00000230592
50492,CT47A4,ENSG00000230594
50493,RP11-320L13.2,ENSG00000230629
50494,AC004073.1,ENSG00000230665
50495,XXyac-YR29IB3.1,ENSG00000230668
50496,PABPC1P3,ENSG00000230673
50497,GS1-324M7.4,ENSG00000230691
50498,RP11-456E1.3,ENSG00000230693
50499,RP5-998G20.1,ENSG00000230706
50500,RP11-364B14.3,ENSG00000230707
50501,RP1-215K18.4,ENSG00000230781
50502,RP11-560L11.1,ENSG00000230788
50503,YY2,ENSG00000230797
50504,RP13-34C21.1,ENSG00000230823
50505,RP1-71L16.2,ENSG00000230844
50506,RP4-710L4.1,ENSG00000230889
50507,RP5-869M20.2,ENSG00000230899
50508,RP11-10B2.1,ENSG00000230916
50509,RP11-104D21.2,ENSG00000230926
50510,AL357562.1,ENSG00000230933
50511,RP11-402P6.2,ENSG00000230934
50512,RP3-452M16.1,ENSG00000230956
50513,RP1-154J13.2,ENSG00000230973
50514,RP13-204A15.1,ENSG00000230986
50515,RP13-211P9.1,ENSG00000231001
50516,RP11-494I9.1,ENSG00000231011
50517,RP13-26D14.2,ENSG00000231053
50518,U70984.1,ENSG00000231066
50519,BX842568.4,ENSG00000231069
50520,RP13-150K15.1,ENSG00000231093
50521,AC004070.1,ENSG00000231110
50522,EEF1A1P40,ENSG00000231144
50523,RP5-1055C14.7,ENSG00000231154
50524,RP11-1114A5.2,ENSG00000231164
50525,AC004073.4,ENSG00000231206
50526,RP11-2N21.2,ENSG00000231211
50527,GS1-600G8.3,ENSG00000231216
50528,RP11-1M18.1,ENSG00000231217
50529,RP11-75A9.1,ENSG00000231235
50530,RP13-347D8.1,ENSG00000231270
50531,RP11-472D17.6,ENSG00000231283
50532,ACTG1P10,ENSG00000231340
50533,ATF4P,ENSG00000231342
50534,RP13-238N7.2,ENSG00000231356
50535,AKR1B1P8,ENSG00000231371
50536,RP11-702C7.2,ENSG00000231388
50537,RP1-14D6.7,ENSG00000231447
50538,RP13-34L8.6,ENSG00000231457
50539,RP5-1059E7.2,ENSG00000231478
50540,AF196972.10,ENSG00000231489
50541,RP11-10B2.2,ENSG00000231501
50542,RP11-274K13.5,ENSG00000231513
50543,CXorf29,ENSG00000231542
50544,USMG5P1,ENSG00000231549
50545,RP5-1158E12.3,ENSG00000231566
50546,RP11-552E4.4,ENSG00000231568
50547,RP11-353J17.3,ENSG00000231590
50548,RP13-34L8.8,ENSG00000231593
50549,AC151960.1,ENSG00000231600
50550,RP11-344N17.12,ENSG00000231603
50551,GS1-542M4.3,ENSG00000231619
50552,GHc-210E9.2,ENSG00000231643
50553,RP11-528B10.4,ENSG00000231651
50554,RP11-368D24__A.1,ENSG00000231669
50555,RP1-203P18.1,ENSG00000231686
50556,RP5-1014O16.10,ENSG00000231694
50557,RP11-446J19.1,ENSG00000231706
50558,RP11-1148L6.6,ENSG00000231725
50559,LL0XNC01-116E7.2,ENSG00000231728
50560,RP11-357C3.2,ENSG00000231729
50561,RP6-113J7.1,ENSG00000231750
50562,RP3-453A3.1,ENSG00000231765
50563,RP11-147O5.1,ENSG00000231771
50564,RP1-154K9.2,ENSG00000231772
50565,RP11-402P6.11,ENSG00000231774
50566,RP11-472D17.4,ENSG00000231775
50567,RP11-370B6.1,ENSG00000231787
50568,RP13-547K6.1,ENSG00000231809
50569,XX-FW83128A1.2,ENSG00000231830
50570,RP11-1A15.2,ENSG00000231831
50571,RP11-494I9.2,ENSG00000231846
50572,GAGE2B,ENSG00000231850
50573,RP11-151G12.1,ENSG00000231857
50574,RP11-346E8.1,ENSG00000231875
50575,RP11-264P13.2,ENSG00000231913
50576,RP3-473B4.4,ENSG00000231929
50577,RP11-329E24.6,ENSG00000231937
50578,RP1-172N19.2,ENSG00000231944
50579,RP11-382F24.6,ENSG00000231947
50580,RP11-493K23.4,ENSG00000231963
50581,RP11-571E6.4,ENSG00000232009
50582,RP1-218B13.1,ENSG00000232025
50583,MAGEB6B,ENSG00000232030
50584,RP11-45J1.1,ENSG00000232042
50585,RP13-158L7.3,ENSG00000232054
50586,AF003529.2,ENSG00000232068
50587,RP1-199L16.1,ENSG00000232069
50588,AL590069.1,ENSG00000232108
50589,RP11-126O22.1,ENSG00000232111
50590,MCTS1,ENSG00000232119
50591,FERP1,ENSG00000232149
50592,AF277315.19,ENSG00000232155
50593,RP5-842K24.2,ENSG00000232160
50594,RP11-180D15.1,ENSG00000232168
50595,RP11-10B2.3,ENSG00000232177
50596,RP6-27P15.2,ENSG00000232183
50597,RP11-311P8.2,ENSG00000232186
50598,LL0XNC01-37G1.2,ENSG00000232249
50599,RP13-178D16.1,ENSG00000232267
50600,RP11-522L3.1,ENSG00000232282
50601,PAICSP7,ENSG00000232293
50602,RP3-481A17.1,ENSG00000232332
50603,TEX16P,ENSG00000232338
50604,FTLL2,ENSG00000232368
50605,AF241726.2,ENSG00000232370
50606,RP11-308D16.1,ENSG00000232379
50607,RP11-204I15.1,ENSG00000232384
50608,AC002366.3,ENSG00000232392
50609,RP1-315G1.3,ENSG00000232412
50610,CT45A3,ENSG00000232417
50611,RP13-60P5.2,ENSG00000232446
50612,EEF1B4,ENSG00000232472
50613,CT45A1,ENSG00000232478
50614,RP11-229N15.1,ENSG00000232496
50615,RP1-93C23.1,ENSG00000232549
50616,RP11-234P3.5,ENSG00000232562
50617,AC135254.1,ENSG00000232570
50618,RP11-137D19.1,ENSG00000232576
50619,RP11-85L21.5,ENSG00000232582
50620,RP11-258C19.5,ENSG00000232593
50621,RP1-161N10.1,ENSG00000232599
50622,RP11-1114A5.4,ENSG00000232611
50623,GS1-466O4.3,ENSG00000232644
50624,AC002407.2,ENSG00000232664
50625,RP3-519P24.2,ENSG00000232665
50626,U52111.14,ENSG00000232725
50627,RP11-121C22.1,ENSG00000232735
50628,RP11-382F24.2,ENSG00000232765
50629,RP4-765F13.1,ENSG00000232787
50630,RP11-33N11.1,ENSG00000232794
50631,RP11-77G22.3,ENSG00000232801
50632,RP11-344N17.2,ENSG00000232813
50633,AF196970.3,ENSG00000232828
50634,RP11-12D5.3,ENSG00000232834
50635,RP5-961K14.1,ENSG00000232842
50636,RP13-204A15.4,ENSG00000232928
50637,RP11-234P3.3,ENSG00000232951
50638,AF241726.4,ENSG00000233007
50639,RP11-540L11.2,ENSG00000233033
50640,SAR1AP4,ENSG00000233063
50641,RP11-40F8.2,ENSG00000233067
50642,RP4-635G19.1,ENSG00000233071
50643,RP3-527F8.2,ENSG00000233093
50644,RP11-524P6.1,ENSG00000233103
50645,RP11-38O23.4,ENSG00000233139
50646,RP11-364B14.1,ENSG00000233145
50647,RP11-456E1.2,ENSG00000233162
50648,RP11-237F13__B.2,ENSG00000233229
50649,RP11-12D5.5,ENSG00000233243
50650,GS1-257G1.1,ENSG00000233247
50651,RP3-339A18.6,ENSG00000233250
50652,RP11-311P8.1,ENSG00000233254
50653,RP3-417G15.3,ENSG00000233260
50654,RP5-839M11.1,ENSG00000233320
50655,GS1-324M7.6,ENSG00000233338
50656,RP11-30A20.2,ENSG00000233357
50657,CXorf42,ENSG00000233382
50658,RP11-86A5.1,ENSG00000233403
50659,RP1-296G17.3,ENSG00000233433
50660,XXyac-YR12DB5.1,ENSG00000233446
50661,U40455.1,ENSG00000233467
50662,RP11-74B21.1,ENSG00000233484
50663,RP1-122K4.2,ENSG00000233535
50664,CHTF8P,ENSG00000233543
50665,GS1-103B18.1,ENSG00000233548
50666,RP11-545D19.1,ENSG00000233571
50667,AC115617.2,ENSG00000233585
50668,RP11-93B10.3,ENSG00000233661
50669,RP11-497J7.1,ENSG00000233663
50670,RP1-146H21.4,ENSG00000233680
50671,CTD-2183H9.3,ENSG00000233688
50672,RP4-808O4.2,ENSG00000233710
50673,RP11-472D17.2,ENSG00000233742
50674,RP13-314C10.5,ENSG00000233785
50675,RP11-501H19.4,ENSG00000233793
50676,RP11-268G12.2,ENSG00000233807
50677,XX-FW87585A5.1,ENSG00000233810
50678,RP11-314A15.1,ENSG00000233833
50679,RP13-36C9.4,ENSG00000233861
50680,RP1-136J15.5,ENSG00000233874
50681,RP11-497J7.2,ENSG00000233880
50682,ERVWE2,ENSG00000233887
50683,AL353698.1,ENSG00000233889
50684,RP11-87M18.3,ENSG00000233921
50685,RP11-305F18.1,ENSG00000233928
50686,RP13-36G14.2,ENSG00000233984
50687,AL121578.2,ENSG00000234018
50688,RP11-236P24.3,ENSG00000234019
50689,RP6-145B8.2,ENSG00000234039
50690,LL0XNC01-237H1.3,ENSG00000234050
50691,RP11-308D16.4,ENSG00000234062
50692,PAGE2,ENSG00000234068
50693,RP11-120D5.1,ENSG00000234129
50694,RP13-88F20.1,ENSG00000234130
50695,RP1-148M19.2,ENSG00000234135
50696,CXorf46,ENSG00000234161
50697,RP1-222H5.1,ENSG00000234176
